"","PassengerId","Survived","Pclass","Name","Sex","SibSp","Parch","Ticket","Cabin","Age","Fare","new_Embarked"
"273",273,1,"2","Mellinger, Mrs. (Elizabeth Anne Maidment)","female",0,1,"250644","",41,19.5,"3"
"274",274,0,"1","Natsch, Mr. Charles H","male",0,1,"PC 17596","C118",37,29.7,"1"
"275",275,1,"3","Healy, Miss. Hanora ""Nora""","female",0,0,"370375","",49,7.75,"2"
"276",276,1,"1","Andrews, Miss. Kornelia Theodosia","female",1,0,"13502","D7",63,77.9583,"3"
"277",277,0,"3","Lindblom, Miss. Augusta Charlotta","female",0,0,"347073","",45,7.75,"3"
"278",278,0,"2","Parkes, Mr. Francis ""Frank""","male",0,0,"239853","",40,0,"3"
"279",279,0,"3","Rice, Master. Eric","male",4,1,"382652","",7,29.125,"2"
"280",280,1,"3","Abbott, Mrs. Stanton (Rosa Hunt)","female",1,1,"C.A. 2673","",35,20.25,"3"
"281",281,0,"3","Duane, Mr. Frank","male",0,0,"336439","",65,7.75,"2"
"282",282,0,"3","Olsson, Mr. Nils Johan Goransson","male",0,0,"347464","",28,7.8542,"3"
"283",283,0,"3","de Pelsmaeker, Mr. Alfons","male",0,0,"345778","",16,9.5,"3"
"284",284,1,"3","Dorking, Mr. Edward Arthur","male",0,0,"A/5. 10482","",19,8.05,"3"
"285",285,0,"1","Smith, Mr. Richard William","male",0,0,"113056","A19",2,26,"3"
"286",286,0,"3","Stankovic, Mr. Ivan","male",0,0,"349239","",33,8.6625,"1"
"287",287,1,"3","de Mulder, Mr. Theodore","male",0,0,"345774","",30,9.5,"3"
"288",288,0,"3","Naidenoff, Mr. Penko","male",0,0,"349206","",22,7.8958,"3"
"289",289,1,"2","Hosono, Mr. Masabumi","male",0,0,"237798","",42,13,"3"
"290",290,1,"3","Connolly, Miss. Kate","female",0,0,"370373","",22,7.75,"2"
"291",291,1,"1","Barber, Miss. Ellen ""Nellie""","female",0,0,"19877","",26,78.85,"3"
"292",292,1,"1","Bishop, Mrs. Dickinson H (Helen Walton)","female",1,0,"11967","B49",19,91.0792,"1"
"293",293,0,"2","Levy, Mr. Rene Jacques","male",0,0,"SC/Paris 2163","D",36,12.875,"1"
"294",294,0,"3","Haas, Miss. Aloisia","female",0,0,"349236","",24,8.85,"3"
"295",295,0,"3","Mineff, Mr. Ivan","male",0,0,"349233","",24,7.8958,"3"
"296",296,0,"1","Lewy, Mr. Ervin G","male",0,0,"PC 17612","",49,27.7208,"1"
"297",297,0,"3","Hanna, Mr. Mansour","male",0,0,"2693","",23.5,7.2292,"1"
"298",298,0,"1","Allison, Miss. Helen Loraine","female",1,2,"113781","C22 C26",2,151.55,"3"
"299",299,1,"1","Saalfeld, Mr. Adolphe","male",0,0,"19988","C106",30,30.5,"3"
"300",300,1,"1","Baxter, Mrs. James (Helene DeLaudeniere Chaput)","female",0,1,"PC 17558","B58 B60",50,247.5208,"1"
"301",301,1,"3","Kelly, Miss. Anna Katherine ""Annie Kate""","female",0,0,"9234","",39,7.75,"2"
"302",302,1,"3","McCoy, Mr. Bernard","male",2,0,"367226","",33,23.25,"2"
"303",303,0,"3","Johnson, Mr. William Cahoone Jr","male",0,0,"LINE","",19,0,"3"
"304",304,1,"2","Keane, Miss. Nora A","female",0,0,"226593","E101",39,12.35,"2"
"305",305,0,"3","Williams, Mr. Howard Hugh ""Harry""","male",0,0,"A/5 2466","",40,8.05,"3"
"306",306,1,"1","Allison, Master. Hudson Trevor","male",1,2,"113781","C22 C26",0.92,151.55,"3"
"307",307,1,"1","Fleming, Miss. Margaret","female",0,0,"17421","",30,110.8833,"1"
"308",308,1,"1","Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)","female",1,0,"PC 17758","C65",17,108.9,"1"
"309",309,0,"2","Abelson, Mr. Samuel","male",1,0,"P/PP 3381","",30,24,"1"
"310",310,1,"1","Francatelli, Miss. Laura Mabel","female",0,0,"PC 17485","E36",30,56.9292,"1"
"311",311,1,"1","Hays, Miss. Margaret Bechstein","female",0,0,"11767","C54",24,83.1583,"1"
"312",312,1,"1","Ryerson, Miss. Emily Borie","female",2,2,"PC 17608","B57 B59 B63 B66",18,262.375,"1"
"313",313,0,"2","Lahtinen, Mrs. William (Anna Sylfven)","female",1,1,"250651","",26,26,"3"
"314",314,0,"3","Hendekovic, Mr. Ignjac","male",0,0,"349243","",28,7.8958,"3"
"315",315,0,"2","Hart, Mr. Benjamin","male",1,1,"F.C.C. 13529","",43,26.25,"3"
"316",316,1,"3","Nilsson, Miss. Helmina Josefina","female",0,0,"347470","",26,7.8542,"3"
"317",317,1,"2","Kantor, Mrs. Sinai (Miriam Sternin)","female",1,0,"244367","",24,26,"3"
"318",318,0,"2","Moraweck, Dr. Ernest","male",0,0,"29011","",54,14,"3"
"319",319,1,"1","Wick, Miss. Mary Natalie","female",0,2,"36928","C7",31,164.8667,"3"
"320",320,1,"1","Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)","female",1,1,"16966","E34",40,134.5,"1"
"321",321,0,"3","Dennis, Mr. Samuel","male",0,0,"A/5 21172","",22,7.25,"3"
"322",322,0,"3","Danoff, Mr. Yoto","male",0,0,"349219","",27,7.8958,"3"
"323",323,1,"2","Slayter, Miss. Hilda Mary","female",0,0,"234818","",30,12.35,"2"
"324",324,1,"2","Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)","female",1,1,"248738","",22,29,"3"
"325",325,0,"3","Sage, Mr. George John Jr","male",8,2,"CA. 2343","",24,69.55,"3"
"326",326,1,"1","Young, Miss. Marie Grice","female",0,0,"PC 17760","C32",36,135.6333,"1"
"327",327,0,"3","Nysveen, Mr. Johan Hansen","male",0,0,"345364","",61,6.2375,"3"
"328",328,1,"2","Ball, Mrs. (Ada E Hall)","female",0,0,"28551","D",36,13,"3"
"329",329,1,"3","Goldsmith, Mrs. Frank John (Emily Alice Brown)","female",1,1,"363291","",31,20.525,"3"
"330",330,1,"1","Hippach, Miss. Jean Gertrude","female",0,1,"111361","B18",16,57.9792,"1"
"331",331,1,"3","McCoy, Miss. Agnes","female",2,0,"367226","",19,23.25,"2"
"332",332,0,"1","Partner, Mr. Austen","male",0,0,"113043","C124",45.5,28.5,"3"
"333",333,0,"1","Graham, Mr. George Edward","male",0,1,"PC 17582","C91",38,153.4625,"3"
"334",334,0,"3","Vander Planke, Mr. Leo Edmondus","male",2,0,"345764","",16,18,"3"
"335",335,1,"1","Frauenthal, Mrs. Henry William (Clara Heinsheimer)","female",1,0,"PC 17611","",22,133.65,"3"
"336",336,0,"3","Denkoff, Mr. Mitto","male",0,0,"349225","",49,7.8958,"3"
"337",337,0,"1","Pears, Mr. Thomas Clinton","male",1,0,"113776","C2",29,66.6,"3"
"338",338,1,"1","Burns, Miss. Elizabeth Margaret","female",0,0,"16966","E40",41,134.5,"1"
"339",339,1,"3","Dahl, Mr. Karl Edwart","male",0,0,"7598","",45,8.05,"3"
"340",340,0,"1","Blackwell, Mr. Stephen Weart","male",0,0,"113784","T",45,35.5,"3"
"341",341,1,"2","Navratil, Master. Edmond Roger","male",1,1,"230080","F2",2,26,"3"
"342",342,1,"1","Fortune, Miss. Alice Elizabeth","female",3,2,"19950","C23 C25 C27",24,263,"3"
"343",343,0,"2","Collander, Mr. Erik Gustaf","male",0,0,"248740","",28,13,"3"
"344",344,0,"2","Sedgwick, Mr. Charles Frederick Waddington","male",0,0,"244361","",25,13,"3"
"345",345,0,"2","Fox, Mr. Stanley Hubert","male",0,0,"229236","",36,13,"3"
"346",346,1,"2","Brown, Miss. Amelia ""Mildred""","female",0,0,"248733","F33",24,13,"3"
"347",347,1,"2","Smith, Miss. Marion Elsie","female",0,0,"31418","",40,13,"3"
"348",348,1,"3","Davison, Mrs. Thomas Henry (Mary E Finck)","female",1,0,"386525","",25,16.1,"3"
"349",349,1,"3","Coutts, Master. William Loch ""William""","male",1,1,"C.A. 37671","",3,15.9,"3"
"350",350,0,"3","Dimic, Mr. Jovan","male",0,0,"315088","",42,8.6625,"3"
"351",351,0,"3","Odahl, Mr. Nils Martin","male",0,0,"7267","",23,9.225,"3"
"352",352,0,"1","Williams-Lambert, Mr. Fletcher Fellows","male",0,0,"113510","C128",41,35,"3"
"353",353,0,"3","Elias, Mr. Tannous","male",1,1,"2695","",15,7.2292,"1"
"354",354,0,"3","Arnold-Franchi, Mr. Josef","male",1,0,"349237","",25,17.8,"3"
"355",355,0,"3","Yousif, Mr. Wazli","male",0,0,"2647","",7,7.225,"1"
"356",356,0,"3","Vanden Steen, Mr. Leo Peter","male",0,0,"345783","",28,9.5,"3"
"357",357,1,"1","Bowerman, Miss. Elsie Edith","female",0,1,"113505","E33",22,55,"3"
"358",358,0,"2","Funk, Miss. Annie Clemmer","female",0,0,"237671","",38,13,"3"
"359",359,1,"3","McGovern, Miss. Mary","female",0,0,"330931","",25,7.8792,"2"
"360",360,1,"3","Mockler, Miss. Helen Mary ""Ellie""","female",0,0,"330980","",19,7.8792,"2"
"361",361,0,"3","Skoog, Mr. Wilhelm","male",1,4,"347088","",40,27.9,"3"
"362",362,0,"2","del Carlo, Mr. Sebastiano","male",1,0,"SC/PARIS 2167","",29,27.7208,"1"
"363",363,0,"3","Barbara, Mrs. (Catherine David)","female",0,1,"2691","",45,14.4542,"1"
"364",364,0,"3","Asim, Mr. Adola","male",0,0,"SOTON/O.Q. 3101310","",35,7.05,"3"
"365",365,0,"3","O'Brien, Mr. Thomas","male",1,0,"370365","",38,15.5,"2"
"366",366,0,"3","Adahl, Mr. Mauritz Nils Martin","male",0,0,"C 7076","",30,7.25,"3"
"367",367,1,"1","Warren, Mrs. Frank Manley (Anna Sophia Atkinson)","female",1,0,"110813","D37",60,75.25,"1"
"368",368,1,"3","Moussa, Mrs. (Mantoura Boulos)","female",0,0,"2626","",16,7.2292,"1"
"369",369,1,"3","Jermyn, Miss. Annie","female",0,0,"14313","",49,7.75,"2"
"370",370,1,"1","Aubart, Mme. Leontine Pauline","female",0,0,"PC 17477","B35",24,69.3,"1"
"371",371,1,"1","Harder, Mr. George Achilles","male",1,0,"11765","E50",25,55.4417,"1"
"372",372,0,"3","Wiklund, Mr. Jakob Alfred","male",1,0,"3101267","",18,6.4958,"3"
"373",373,0,"3","Beavan, Mr. William Thomas","male",0,0,"323951","",19,8.05,"3"
"374",374,0,"1","Ringhini, Mr. Sante","male",0,0,"PC 17760","",22,135.6333,"1"
"375",375,0,"3","Palsson, Miss. Stina Viola","female",3,1,"349909","",3,21.075,"3"
"376",376,1,"1","Meyer, Mrs. Edgar Joseph (Leila Saks)","female",1,0,"PC 17604","",17,82.1708,"1"
"377",377,1,"3","Landergren, Miss. Aurora Adelia","female",0,0,"C 7077","",22,7.25,"3"
"378",378,0,"1","Widener, Mr. Harry Elkins","male",0,2,"113503","C82",27,211.5,"1"
"379",379,0,"3","Betros, Mr. Tannous","male",0,0,"2648","",20,4.0125,"1"
"380",380,0,"3","Gustafsson, Mr. Karl Gideon","male",0,0,"347069","",19,7.775,"3"
"381",381,1,"1","Bidois, Miss. Rosalie","female",0,0,"PC 17757","",42,227.525,"1"
"382",382,1,"3","Nakid, Miss. Maria (""Mary"")","female",0,2,"2653","",1,15.7417,"1"
"383",383,0,"3","Tikkanen, Mr. Juho","male",0,0,"STON/O 2. 3101293","",32,7.925,"3"
"384",384,1,"1","Holverson, Mrs. Alexander Oskar (Mary Aline Towner)","female",1,0,"113789","",35,52,"3"
"385",385,0,"3","Plotcharsky, Mr. Vasil","male",0,0,"349227","",49,7.8958,"3"
"386",386,0,"2","Davies, Mr. Charles Henry","male",0,0,"S.O.C. 14879","",18,73.5,"3"
"387",387,0,"3","Goodwin, Master. Sidney Leonard","male",5,2,"CA 2144","",1,46.9,"3"
"388",388,1,"2","Buss, Miss. Kate","female",0,0,"27849","",36,13,"3"
"389",389,0,"3","Sadlier, Mr. Matthew","male",0,0,"367655","",49,7.7292,"2"
"390",390,1,"2","Lehmann, Miss. Bertha","female",0,0,"SC 1748","",17,12,"1"
"391",391,1,"1","Carter, Mr. William Ernest","male",1,2,"113760","B96 B98",36,120,"3"
"392",392,1,"3","Jansson, Mr. Carl Olof","male",0,0,"350034","",21,7.7958,"3"
"393",393,0,"3","Gustafsson, Mr. Johan Birger","male",2,0,"3101277","",28,7.925,"3"
"394",394,1,"1","Newell, Miss. Marjorie","female",1,0,"35273","D36",23,113.275,"1"
"395",395,1,"3","Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","female",0,2,"PP 9549","G6",24,16.7,"3"
"396",396,0,"3","Johansson, Mr. Erik","male",0,0,"350052","",22,7.7958,"3"
"397",397,0,"3","Olsson, Miss. Elina","female",0,0,"350407","",31,7.8542,"3"
"398",398,0,"2","McKane, Mr. Peter David","male",0,0,"28403","",46,26,"3"
"399",399,0,"2","Pain, Dr. Alfred","male",0,0,"244278","",23,10.5,"3"
"400",400,1,"2","Trout, Mrs. William H (Jessie L)","female",0,0,"240929","",28,12.65,"3"
"401",401,1,"3","Niskanen, Mr. Juha","male",0,0,"STON/O 2. 3101289","",39,7.925,"3"
"402",402,0,"3","Adams, Mr. John","male",0,0,"341826","",26,8.05,"3"
"403",403,0,"3","Jussila, Miss. Mari Aina","female",1,0,"4137","",21,9.825,"3"
"404",404,0,"3","Hakkarainen, Mr. Pekka Pietari","male",1,0,"STON/O2. 3101279","",28,15.85,"3"
"405",405,0,"3","Oreskovic, Miss. Marija","female",0,0,"315096","",20,8.6625,"3"
"406",406,0,"2","Gale, Mr. Shadrach","male",1,0,"28664","",34,21,"3"
"407",407,0,"3","Widegren, Mr. Carl/Charles Peter","male",0,0,"347064","",51,7.75,"3"
"408",408,1,"2","Richards, Master. William Rowe","male",1,1,"29106","",3,18.75,"3"
"409",409,0,"3","Birkeland, Mr. Hans Martin Monsen","male",0,0,"312992","",21,7.775,"3"
"410",410,0,"3","Lefebre, Miss. Ida","female",3,1,"4133","",0.83,25.4667,"3"
"411",411,0,"3","Sdycoff, Mr. Todor","male",0,0,"349222","",49,7.8958,"3"
"412",412,0,"3","Hart, Mr. Henry","male",0,0,"394140","",25,6.8583,"2"
"413",413,1,"1","Minahan, Miss. Daisy E","female",1,0,"19928","C78",33,90,"2"
"414",414,0,"2","Cunningham, Mr. Alfred Fleming","male",0,0,"239853","",38,0,"3"
"415",415,1,"3","Sundman, Mr. Johan Julian","male",0,0,"STON/O 2. 3101269","",44,7.925,"3"
"416",416,0,"3","Meek, Mrs. Thomas (Annie Louise Rowley)","female",0,0,"343095","",19,8.05,"3"
"417",417,1,"2","Drew, Mrs. James Vivian (Lulu Thorne Christian)","female",1,1,"28220","",34,32.5,"3"
"418",418,1,"2","Silven, Miss. Lyyli Karoliina","female",0,2,"250652","",18,13,"3"
"419",419,0,"2","Matthews, Mr. William John","male",0,0,"28228","",30,13,"3"
"420",420,0,"3","Van Impe, Miss. Catharina","female",0,2,"345773","",10,24.15,"3"
"421",421,0,"3","Gheorgheff, Mr. Stanio","male",0,0,"349254","",41,7.8958,"1"
"422",422,0,"3","Charters, Mr. David","male",0,0,"A/5. 13032","",21,7.7333,"2"
"423",423,0,"3","Zimmerman, Mr. Leo","male",0,0,"315082","",29,7.875,"3"
"424",424,0,"3","Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)","female",1,1,"347080","",28,14.4,"3"
"425",425,0,"3","Rosblom, Mr. Viktor Richard","male",1,1,"370129","",18,20.2125,"3"
"426",426,0,"3","Wiseman, Mr. Phillippe","male",0,0,"A/4. 34244","",36,7.25,"3"
"427",427,1,"2","Clarke, Mrs. Charles V (Ada Maria Winfield)","female",1,0,"2003","",28,26,"3"
"428",428,1,"2","Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")","female",0,0,"250655","",19,26,"3"
"429",429,0,"3","Flynn, Mr. James","male",0,0,"364851","",19,7.75,"2"
"430",430,1,"3","Pickard, Mr. Berk (Berk Trembisky)","male",0,0,"SOTON/O.Q. 392078","E10",32,8.05,"3"
"431",431,1,"1","Bjornstrom-Steffansson, Mr. Mauritz Hakan","male",0,0,"110564","C52",28,26.55,"3"
"432",432,1,"3","Thorneycroft, Mrs. Percival (Florence Kate White)","female",1,0,"376564","",21,16.1,"3"
"433",433,1,"2","Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","female",1,0,"SC/AH 3085","",42,26,"3"
"434",434,0,"3","Kallio, Mr. Nikolai Erland","male",0,0,"STON/O 2. 3101274","",17,7.125,"3"
"435",435,0,"1","Silvey, Mr. William Baird","male",1,0,"13507","E44",50,55.9,"3"
"436",436,1,"1","Carter, Miss. Lucile Polk","female",1,2,"113760","B96 B98",14,120,"3"
"437",437,0,"3","Ford, Miss. Doolina Margaret ""Daisy""","female",2,2,"W./C. 6608","",21,34.375,"3"
"438",438,1,"2","Richards, Mrs. Sidney (Emily Hocking)","female",2,3,"29106","",24,18.75,"3"
"439",439,0,"1","Fortune, Mr. Mark","male",1,4,"19950","C23 C25 C27",64,263,"3"
"440",440,0,"2","Kvillner, Mr. Johan Henrik Johannesson","male",0,0,"C.A. 18723","",31,10.5,"3"
"441",441,1,"2","Hart, Mrs. Benjamin (Esther Ada Bloomfield)","female",1,1,"F.C.C. 13529","",45,26.25,"3"
"442",442,0,"3","Hampe, Mr. Leon","male",0,0,"345769","",20,9.5,"3"
"443",443,0,"3","Petterson, Mr. Johan Emil","male",1,0,"347076","",25,7.775,"3"
"444",444,1,"2","Reynaldo, Ms. Encarnacion","female",0,0,"230434","",28,13,"3"
"445",445,1,"3","Johannesen-Bratthammer, Mr. Bernt","male",0,0,"65306","",49,8.1125,"3"
"446",446,1,"1","Dodge, Master. Washington","male",0,2,"33638","A34",4,81.8583,"3"
"447",447,1,"2","Mellinger, Miss. Madeleine Violet","female",0,1,"250644","",13,19.5,"3"
"448",448,1,"1","Seward, Mr. Frederic Kimber","male",0,0,"113794","",34,26.55,"3"
"449",449,1,"3","Baclini, Miss. Marie Catherine","female",2,1,"2666","",5,19.2583,"1"
"450",450,1,"1","Peuchen, Major. Arthur Godfrey","male",0,0,"113786","C104",52,30.5,"3"
"451",451,0,"2","West, Mr. Edwy Arthur","male",1,2,"C.A. 34651","",36,27.75,"3"
"452",452,0,"3","Hagland, Mr. Ingvald Olai Olsen","male",1,0,"65303","",22,19.9667,"3"
"453",453,0,"1","Foreman, Mr. Benjamin Laventall","male",0,0,"113051","C111",30,27.75,"1"
"454",454,1,"1","Goldenberg, Mr. Samuel L","male",1,0,"17453","C92",49,89.1042,"1"
"455",455,0,"3","Peduzzi, Mr. Joseph","male",0,0,"A/5 2817","",36,8.05,"3"
"456",456,1,"3","Jalsevac, Mr. Ivan","male",0,0,"349240","",29,7.8958,"1"
"457",457,0,"1","Millet, Mr. Francis Davis","male",0,0,"13509","E38",65,26.55,"3"
"458",458,1,"1","Kenyon, Mrs. Frederick R (Marion)","female",1,0,"17464","D21",55,51.8625,"3"
"459",459,1,"2","Toomey, Miss. Ellen","female",0,0,"F.C.C. 13531","",50,10.5,"3"
"460",460,0,"3","O'Connor, Mr. Maurice","male",0,0,"371060","",39,7.75,"2"
"461",461,1,"1","Anderson, Mr. Harry","male",0,0,"19952","E12",48,26.55,"3"
"462",462,0,"3","Morley, Mr. William","male",0,0,"364506","",34,8.05,"3"
"463",463,0,"1","Gee, Mr. Arthur H","male",0,0,"111320","E63",47,38.5,"3"
"464",464,0,"2","Milling, Mr. Jacob Christian","male",0,0,"234360","",48,13,"3"
"465",465,0,"3","Maisner, Mr. Simon","male",0,0,"A/S 2816","",49,8.05,"3"
"466",466,0,"3","Goncalves, Mr. Manuel Estanslas","male",0,0,"SOTON/O.Q. 3101306","",38,7.05,"3"
"467",467,0,"2","Campbell, Mr. William","male",0,0,"239853","",36,0,"3"
"468",468,0,"1","Smart, Mr. John Montgomery","male",0,0,"113792","",56,26.55,"3"
"469",469,0,"3","Scanlan, Mr. James","male",0,0,"36209","",25,7.725,"2"
"470",470,1,"3","Baclini, Miss. Helene Barbara","female",2,1,"2666","",0.75,19.2583,"1"
"471",471,0,"3","Keefe, Mr. Arthur","male",0,0,"323592","",49,7.25,"3"
"472",472,0,"3","Cacic, Mr. Luka","male",0,0,"315089","",38,8.6625,"3"
"473",473,1,"2","West, Mrs. Edwy Arthur (Ada Mary Worth)","female",1,2,"C.A. 34651","",33,27.75,"3"
"474",474,1,"2","Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","female",0,0,"SC/AH Basle 541","D",23,13.7917,"1"
"475",475,0,"3","Strandberg, Miss. Ida Sofia","female",0,0,"7553","",22,9.8375,"3"
"476",476,0,"1","Clifford, Mr. George Quincy","male",0,0,"110465","A14",28.5,52,"3"
"477",477,0,"2","Renouf, Mr. Peter Henry","male",1,0,"31027","",34,21,"3"
"478",478,0,"3","Braund, Mr. Lewis Richard","male",1,0,"3460","",29,7.0458,"3"
"479",479,0,"3","Karlsson, Mr. Nils August","male",0,0,"350060","",22,7.5208,"3"
"480",480,1,"3","Hirvonen, Miss. Hildur E","female",0,1,"3101298","",2,12.2875,"3"
"481",481,0,"3","Goodwin, Master. Harold Victor","male",5,2,"CA 2144","",9,46.9,"3"
"482",482,0,"2","Frost, Mr. Anthony Wood ""Archie""","male",0,0,"239854","",36,0,"3"
"483",483,0,"3","Rouse, Mr. Richard Henry","male",0,0,"A/5 3594","",50,8.05,"3"
"484",484,1,"3","Turkula, Mrs. (Hedwig)","female",0,0,"4134","",63,9.5875,"3"
"485",485,1,"1","Bishop, Mr. Dickinson H","male",1,0,"11967","B49",25,91.0792,"1"
"486",486,0,"3","Lefebre, Miss. Jeannie","female",3,1,"4133","",3,25.4667,"3"
"487",487,1,"1","Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)","female",1,0,"19943","C93",35,90,"3"
"488",488,0,"1","Kent, Mr. Edward Austin","male",0,0,"11771","B37",58,29.7,"1"
"489",489,0,"3","Somerton, Mr. Francis William","male",0,0,"A.5. 18509","",30,8.05,"3"
"490",490,1,"3","Coutts, Master. Eden Leslie ""Neville""","male",1,1,"C.A. 37671","",9,15.9,"3"
"491",491,0,"3","Hagland, Mr. Konrad Mathias Reiersen","male",1,0,"65304","",22,19.9667,"3"
"492",492,0,"3","Windelov, Mr. Einar","male",0,0,"SOTON/OQ 3101317","",21,7.25,"3"
"493",493,0,"1","Molson, Mr. Harry Markland","male",0,0,"113787","C30",55,30.5,"3"
"494",494,0,"1","Artagaveytia, Mr. Ramon","male",0,0,"PC 17609","",71,49.5042,"1"
"495",495,0,"3","Stanley, Mr. Edward Roland","male",0,0,"A/4 45380","",21,8.05,"3"
"496",496,0,"3","Yousseff, Mr. Gerious","male",0,0,"2627","",25,14.4583,"1"
"497",497,1,"1","Eustis, Miss. Elizabeth Mussey","female",1,0,"36947","D20",54,78.2667,"1"
"498",498,0,"3","Shellard, Mr. Frederick William","male",0,0,"C.A. 6212","",43,15.1,"3"
"499",499,0,"1","Allison, Mrs. Hudson J C (Bessie Waldo Daniels)","female",1,2,"113781","C22 C26",25,151.55,"3"
"500",500,0,"3","Svensson, Mr. Olof","male",0,0,"350035","",24,7.7958,"3"
"501",501,0,"3","Calic, Mr. Petar","male",0,0,"315086","",17,8.6625,"3"
"502",502,0,"3","Canavan, Miss. Mary","female",0,0,"364846","",21,7.75,"2"
"503",503,0,"3","O'Sullivan, Miss. Bridget Mary","female",0,0,"330909","",49,7.6292,"2"
"504",504,0,"3","Laitinen, Miss. Kristina Sofia","female",0,0,"4135","",37,9.5875,"3"
"505",505,1,"1","Maioni, Miss. Roberta","female",0,0,"110152","B79",16,86.5,"3"
"506",506,0,"1","Penasco y Castellana, Mr. Victor de Satode","male",1,0,"PC 17758","C65",18,108.9,"1"
"507",507,1,"2","Quick, Mrs. Frederick Charles (Jane Richards)","female",0,2,"26360","",33,26,"3"
"508",508,1,"1","Bradley, Mr. George (""George Arthur Brayton"")","male",0,0,"111427","",18,26.55,"3"
"509",509,0,"3","Olsen, Mr. Henry Margido","male",0,0,"C 4001","",28,22.525,"3"
"510",510,1,"3","Lang, Mr. Fang","male",0,0,"1601","",26,56.4958,"3"
"511",511,1,"3","Daly, Mr. Eugene Patrick","male",0,0,"382651","",29,7.75,"2"
"512",512,0,"3","Webber, Mr. James","male",0,0,"SOTON/OQ 3101316","",40,8.05,"3"
"513",513,1,"1","McGough, Mr. James Robert","male",0,0,"PC 17473","E25",36,26.2875,"3"
"514",514,1,"1","Rothschild, Mrs. Martin (Elizabeth L. Barrett)","female",1,0,"PC 17603","",54,59.4,"1"
"515",515,0,"3","Coleff, Mr. Satio","male",0,0,"349209","",24,7.4958,"3"
"516",516,0,"1","Walker, Mr. William Anderson","male",0,0,"36967","D46",47,34.0208,"3"
"517",517,1,"2","Lemore, Mrs. (Amelia Milley)","female",0,0,"C.A. 34260","F33",34,10.5,"3"
"518",518,0,"3","Ryan, Mr. Patrick","male",0,0,"371110","",24,24.15,"2"
"519",519,1,"2","Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)","female",1,0,"226875","",36,26,"3"
"520",520,0,"3","Pavlovic, Mr. Stefo","male",0,0,"349242","",32,7.8958,"3"
"521",521,1,"1","Perreault, Miss. Anne","female",0,0,"12749","B73",30,93.5,"3"
"522",522,0,"3","Vovk, Mr. Janko","male",0,0,"349252","",22,7.8958,"3"
"523",523,0,"3","Lahoud, Mr. Sarkis","male",0,0,"2624","",41,7.225,"1"
"524",524,1,"1","Hippach, Mrs. Louis Albert (Ida Sophia Fischer)","female",0,1,"111361","B18",44,57.9792,"1"
"525",525,0,"3","Kassem, Mr. Fared","male",0,0,"2700","",7,7.2292,"1"
"526",526,0,"3","Farrell, Mr. James","male",0,0,"367232","",40.5,7.75,"2"
"527",527,1,"2","Ridsdale, Miss. Lucy","female",0,0,"W./C. 14258","",50,10.5,"3"
"528",528,0,"1","Farthing, Mr. John","male",0,0,"PC 17483","C95",18,221.7792,"3"
"529",529,0,"3","Salonen, Mr. Johan Werner","male",0,0,"3101296","",39,7.925,"3"
"530",530,0,"2","Hocking, Mr. Richard George","male",2,1,"29104","",23,11.5,"3"
"531",531,1,"2","Quick, Miss. Phyllis May","female",1,1,"26360","",2,26,"3"
"532",532,0,"3","Toufik, Mr. Nakli","male",0,0,"2641","",14,7.2292,"1"
"533",533,0,"3","Elias, Mr. Joseph Jr","male",1,1,"2690","",17,7.2292,"1"
"534",534,1,"3","Peter, Mrs. Catherine (Catherine Rizk)","female",0,2,"2668","",32,22.3583,"1"
"535",535,0,"3","Cacic, Miss. Marija","female",0,0,"315084","",30,8.6625,"3"
"536",536,1,"2","Hart, Miss. Eva Miriam","female",0,2,"F.C.C. 13529","",7,26.25,"3"
"537",537,0,"1","Butt, Major. Archibald Willingham","male",0,0,"113050","B38",45,26.55,"3"
"538",538,1,"1","LeRoy, Miss. Bertha","female",0,0,"PC 17761","",30,106.425,"1"
"539",539,0,"3","Risien, Mr. Samuel Beard","male",0,0,"364498","",26,14.5,"3"
"540",540,1,"1","Frolicher, Miss. Hedwig Margaritha","female",0,2,"13568","B39",22,49.5,"1"
"541",541,1,"1","Crosby, Miss. Harriet R","female",0,2,"WE/P 5735","B22",36,71,"3"
"542",542,0,"3","Andersson, Miss. Ingeborg Constanzia","female",4,2,"347082","",9,31.275,"3"
"543",543,0,"3","Andersson, Miss. Sigrid Elisabeth","female",4,2,"347082","",11,31.275,"3"
"544",544,1,"2","Beane, Mr. Edward","male",1,0,"2908","",32,26,"3"
"545",545,0,"1","Douglas, Mr. Walter Donald","male",1,0,"PC 17761","C86",50,106.425,"1"
"546",546,0,"1","Nicholson, Mr. Arthur Ernest","male",0,0,"693","",64,26,"3"
